标识符,总分数,指标1,指标2,指标3,指标4,指标5,指标6,指标7,指标8,指标9,指标10,指标11,指标12,指标13,指标14,指标15,指标16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.25919/5f0d269162071,44.09,33.33,28.57,25,50,50,28.57,78.57,50,28.57,100,100,25,33.33,33.33,28.57,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/5486764AD2F64,76.44,25,33.33,78.57,33.33,20,25,33.33,25,20,78.57,28.57,78.57,25,28.57,28.57,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/5ae16ee91a6d9,38.88,50,50,25,28.57,25,28.57,100,78.57,100,78.57,20,50,25,28.57,78.57,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/52787EDEECDCF,5.95,25,50,78.57,28.57,28.57,20,20,33.33,33.33,25,33.33,100,100,20,20,28.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/53EC5EE823319,9.8,50,25,28.57,20,20,50,78.57,100,100,20,25,25,100,20,28.57,78.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.25919/5c7da9661dbcc,21.67,78.57,25,20,25,25,28.57,20,100,78.57,50,100,33.33,20,78.57,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/597fcac766eee,23.95,25,100,50,100,100,20,50,100,78.57,50,28.57,100,25,100,78.57,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.25919/5ee81fc454dbe,82.33,50,100,28.57,25,33.33,50,25,33.33,33.33,20,20,20,25,50,28.57,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.25919/5c5106acbcb02,57.45,20,20,33.33,100,28.57,25,20,50,28.57,33.33,33.33,28.57,50,20,78.57,78.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.25919/5dde083bc5cdd,77.66,33.33,50,50,50,33.33,33.33,25,50,50,100,28.57,25,25,28.57,100,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/53EC4A5855C9F,2.93,25,33.33,33.33,28.57,28.57,25,50,50,28.57,100,33.33,78.57,50,28.57,50,28.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.25919/5b8f3a83c9f2f,77.07,50,28.57,33.33,78.57,100,33.33,28.57,78.57,33.33,25,50,50,25,28.57,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.25919/5e5dafa5c0749,72.63,78.57,50,78.57,28.57,25,28.57,78.57,50,100,78.57,20,50,33.33,100,50,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/5542D09AB956A,24.43,20,25,100,78.57,100,33.33,25,50,50,50,25,28.57,20,25,78.57,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/53EC65B055295,30.9,28.57,78.57,20,78.57,28.57,78.57,25,78.57,100,78.57,50,33.33,28.57,28.57,78.57,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/5758CCC862AD5,83.22,78.57,33.33,100,28.57,50,33.33,28.57,78.57,100,33.33,25,33.33,33.33,25,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/59952e9258851,78.96,28.57,20,20,25,33.33,33.33,20,28.57,28.57,20,33.33,20,50,50,28.57,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/57988C158CB9C,79.36,20,20,25,50,25,78.57,100,25,20,20,28.57,78.57,25,33.33,50,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/55DFFCA4715D8,5.46,100,28.57,78.57,50,28.57,33.33,25,50,100,20,20,33.33,33.33,78.57,25,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/573557ACE7E93,97.72,33.33,25,20,20,25,100,33.33,78.57,100,20,78.57,100,28.57,50,20,28.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/5976b156bfd56,64.73,50,20,100,78.57,50,78.57,25,50,33.33,100,28.57,25,25,78.57,100,28.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.25919/5cdba18939c29,80.34,50,33.33,20,50,20,25,20,20,20,78.57,100,78.57,78.57,78.57,33.33,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/55C7FD4376ACE,4.93,50,50,33.33,50,28.57,28.57,25,28.57,20,50,78.57,78.57,78.57,20,100,33.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/5872c3174783c,85.43,78.57,25,28.57,50,78.57,50,28.57,28.57,28.57,25,20,50,50,20,78.57,33.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/58d0cc5d97845,16.07,28.57,50,78.57,33.33,100,33.33,28.57,50,25,25,25,25,78.57,20,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/58c8f75ec556f,52.28,20,28.57,100,33.33,20,33.33,50,33.33,50,25,50,25,33.33,50,28.57,28.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.25919/5c74c7a7965dc,32.57,20,78.57,25,33.33,100,28.57,28.57,33.33,25,28.57,25,28.57,50,28.57,28.57,78.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/57988C158CB9C,44.77,20,25,28.57,100,25,33.33,33.33,28.57,33.33,25,100,25,20,100,25,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/56E6563A48BF1,5.02,33.33,50,78.57,25,33.33,25,100,78.57,28.57,20,28.57,28.57,50,25,20,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/595516226b9ca,94.22,28.57,78.57,100,78.57,33.33,28.57,78.57,25,25,28.57,33.33,28.57,100,50,78.57,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/5a00f9ab9a8d1,96.87,20,33.33,78.57,28.57,100,33.33,20,25,25,28.57,78.57,20,28.57,33.33,20,28.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/597fcb48cffce,20.25,100,33.33,78.57,28.57,28.57,20,33.33,33.33,20,78.57,20,28.57,100,78.57,20,78.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/547523BB0801A,72.95,78.57,28.57,33.33,33.33,20,100,25,100,78.57,100,20,25,50,33.33,28.57,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/53EC4A5855C9F,96.36,33.33,25,78.57,25,25,78.57,50,28.57,20,78.57,28.57,100,33.33,25,50,28.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/52787EDEECDCF,63.56,100,25,20,50,100,50,28.57,78.57,20,33.33,28.57,20,78.57,100,25,28.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/5588BA5D0E0F6,19.53,33.33,78.57,100,20,33.33,25,100,78.57,50,20,28.57,28.57,100,78.57,25,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.25919/5ea6f02f3a481,52.47,33.33,78.57,25,50,28.57,100,100,33.33,28.57,28.57,50,28.57,100,25,100,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.25919/5eaadae091d8f,54.85,100,33.33,50,33.33,25,33.33,100,25,20,28.57,100,78.57,78.57,78.57,28.57,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/5aa706d95615e,71.43,50,20,25,20,25,50,33.33,25,25,33.33,50,20,50,78.57,50,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/5add811364d59,4.08,33.33,100,78.57,20,28.57,20,25,20,100,25,25,25,78.57,100,28.57,28.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/5a559030971cb,6.22,50,50,25,100,50,50,28.57,100,25,100,100,20,20,25,25,78.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.25919/5bba9d0e3d19e,94.86,20,25,20,25,50,50,28.57,33.33,28.57,50,100,100,100,100,20,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/54C6BDD31B40F,29.49,25,25,33.33,50,33.33,78.57,78.57,33.33,78.57,78.57,50,25,25,20,78.57,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/59000835b8d40,76.7,100,20,78.57,100,25,78.57,78.57,50,78.57,25,20,25,25,100,50,28.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/5416855D9E25E,99.32,28.57,20,28.57,25,50,78.57,25,78.57,25,78.57,20,33.33,33.33,50,20,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/53EC5E43646F8,65.74,78.57,50,100,25,50,100,78.57,50,28.57,20,20,33.33,50,50,20,28.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.25919/5c36957c0af41,64.81,100,20,100,20,33.33,25,20,33.33,28.57,20,33.33,78.57,28.57,28.57,28.57,28.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/5428AFA7DF112,76.58,100,50,20,20,33.33,25,28.57,28.57,50,20,78.57,25,33.33,33.33,25,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/53EC5E9F6EF5B,75.97,100,33.33,28.57,78.57,25,28.57,28.57,28.57,78.57,78.57,100,100,50,33.33,100,28.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/5858b2ff64aa1,15.14,25,50,20,25,25,78.57,28.57,33.33,25,20,33.33,50,50,28.57,78.57,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/53EC5FC197BD7,0.84,20,50,28.57,33.33,33.33,25,50,33.33,28.57,78.57,25,20,25,20,78.57,28.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/53FE5401D3CC8,64.95,78.57,28.57,25,50,100,78.57,20,50,25,28.57,33.33,20,33.33,25,20,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/53EC5D8C6E3E3,85.85,20,33.33,20,100,20,50,78.57,20,20,78.57,33.33,20,50,78.57,78.57,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.25919/5f0cf5d0b6bc5,91,20,25,33.33,33.33,33.33,78.57,78.57,33.33,100,33.33,20,100,28.57,28.57,25,28.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/5588B9A5DB133,30.63,33.33,78.57,50,20,25,20,20,33.33,20,28.57,28.57,28.57,25,20,33.33,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.25919/5ed45737b2d98,38.1,100,33.33,100,100,78.57,78.57,28.57,100,33.33,33.33,50,28.57,78.57,50,100,28.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.25919/5c53c7d61cf79,46.07,25,33.33,20,50,78.57,50,28.57,50,28.57,100,50,25,50,78.57,78.57,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.25919/5b8f2306087cf,7.41,25,20,78.57,78.57,25,100,33.33,100,50,25,20,25,33.33,28.57,25,78.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/5304283A5C6D6,2.33,33.33,100,25,33.33,28.57,20,28.57,28.57,50,100,78.57,100,20,33.33,28.57,78.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.25919/5d75e59e8908c,89.04,100,33.33,25,33.33,20,50,78.57,28.57,33.33,78.57,28.57,78.57,78.57,20,78.57,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/52787E91502F9,53.65,100,78.57,28.57,100,25,50,78.57,28.57,28.57,25,33.33,50,20,33.33,20,28.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/5add8193da14b,34.51,28.57,25,20,28.57,50,50,50,50,28.57,50,50,20,100,25,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/5587A5C786D58,67.15,33.33,28.57,25,50,50,100,33.33,20,20,28.57,25,20,100,50,33.33,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/546F17EC6AB6E,0.95,100,50,33.33,100,25,28.57,28.57,100,78.57,78.57,20,50,25,50,28.57,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/53EBBA274CF39,36.95,78.57,100,50,78.57,33.33,33.33,50,100,33.33,50,28.57,100,25,33.33,25,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/53EC5BBA56C31,7.04,33.33,100,50,100,50,100,78.57,100,28.57,25,20,100,20,28.57,50,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.25919/5b8f2fc5bda16,49.94,50,78.57,78.57,50,25,50,25,25,25,20,78.57,78.57,28.57,78.57,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/5add8193da14b,19.27,20,33.33,20,28.57,28.57,78.57,28.57,33.33,33.33,78.57,20,50,25,25,78.57,28.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/5689DA774564A,83.01,50,78.57,28.57,78.57,100,25,28.57,20,33.33,28.57,100,100,33.33,33.33,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/5a3c52da083b8,44.53,25,25,78.57,100,78.57,50,50,100,25,33.33,50,78.57,25,33.33,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/53EC5DFEEE970,59.89,100,28.57,78.57,33.33,100,28.57,100,100,20,78.57,25,33.33,33.33,25,33.33,28.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/56AEF12E02277,43.04,33.33,33.33,33.33,25,33.33,33.33,100,50,100,100,28.57,28.57,28.57,33.33,50,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/52787EDEECDCF,87.22,28.57,50,20,78.57,78.57,78.57,50,50,25,50,100,100,28.57,100,50,33.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/5aa1bc1f076ff,48.08,100,20,25,28.57,33.33,78.57,25,33.33,100,33.33,100,33.33,50,78.57,25,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.25919/5b8861aa54b8b,52.46,20,50,100,50,100,78.57,50,25,28.57,28.57,25,33.33,50,20,78.57,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/540F118D48DCB,70.21,100,50,100,50,20,50,20,50,20,33.33,78.57,33.33,78.57,78.57,100,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/58c8f80678aaa,0.45,100,78.57,20,20,78.57,50,20,25,25,28.57,100,20,50,33.33,78.57,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/5621D8C522731,92.53,78.57,100,33.33,28.57,50,78.57,25,33.33,20,25,33.33,100,20,20,33.33,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/5a52c88e56d2c,2.27,33.33,100,20,33.33,28.57,20,100,33.33,78.57,33.33,25,78.57,78.57,78.57,28.57,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.25919/5df0a0944bc60,63.08,100,100,25,100,100,20,100,78.57,33.33,28.57,28.57,78.57,100,20,25,33.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/5587A7FB8006B,27.63,78.57,20,50,100,20,28.57,28.57,28.57,28.57,78.57,20,28.57,100,100,25,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/553D87F769E08,49.62,33.33,20,78.57,50,50,78.57,50,28.57,33.33,78.57,50,100,100,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/574E3EE413CB3,52.14,78.57,78.57,33.33,25,78.57,25,78.57,25,33.33,28.57,78.57,25,100,33.33,33.33,28.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/538675473C8F5,62.07,100,20,28.57,50,25,33.33,78.57,25,33.33,28.57,28.57,28.57,25,33.33,20,28.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/54C6BDE748271,16.8,20,33.33,33.33,20,50,25,78.57,50,20,28.57,78.57,28.57,100,25,78.57,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/5afaa66cbee44,79.91,50,25,28.57,20,20,25,33.33,28.57,50,20,50,20,50,50,50,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/5a17c7eedffaa,36.17,33.33,50,28.57,100,50,78.57,28.57,100,33.33,33.33,78.57,28.57,20,28.57,25,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/5abc0c9c4376e,0.83,25,28.57,25,50,20,25,20,28.57,50,50,78.57,25,33.33,20,50,78.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/5ac42287dfdca,67.73,25,28.57,28.57,28.57,25,78.57,28.57,28.57,25,20,78.57,100,50,100,50,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/546EE212B0048,56.01,78.57,100,20,25,33.33,20,20,50,25,25,33.33,100,28.57,25,28.57,78.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.25919/5ca3ce21e83f8,23.63,20,100,33.33,50,100,20,28.57,20,33.33,25,25,50,78.57,28.57,33.33,33.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/558A3CC748692,76.43,20,50,25,33.33,100,78.57,100,78.57,28.57,20,50,78.57,25,33.33,28.57,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.25919/5cafc86e5362f,97.76,28.57,100,28.57,28.57,33.33,25,25,50,33.33,78.57,20,20,50,28.57,100,78.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/599e31c4235d7,29.23,25,100,33.33,78.57,100,33.33,20,28.57,50,50,25,78.57,50,20,100,33.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/5756B3BF09204,90.57,28.57,25,50,78.57,78.57,28.57,25,25,20,33.33,33.33,78.57,33.33,100,33.33,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/54C6BD480BD56,55.59,50,20,33.33,33.33,28.57,28.57,78.57,33.33,50,100,33.33,25,78.57,20,78.57,28.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.25919/5b5016c4bca25,15.64,50,33.33,28.57,78.57,100,78.57,33.33,33.33,100,20,100,50,78.57,100,100,78.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/5719A5C48DB85,5.54,25,33.33,28.57,28.57,78.57,78.57,33.33,100,100,20,78.57,28.57,25,50,20,78.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/538675272387D,30.96,33.33,33.33,33.33,20,20,33.33,33.33,78.57,78.57,25,33.33,78.57,100,28.57,25,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/5ad44cf044bf0,65.23,50,20,100,20,20,50,25,100,20,33.33,25,25,33.33,25,33.33,33.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/52787E4C2B69E,69.8,25,100,50,50,50,25,25,20,33.33,100,33.33,100,78.57,33.33,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/5987d4ba86ff7,79.81,28.57,100,50,25,28.57,25,50,25,100,78.57,20,25,20,50,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/548696E96D997,4.57,20,78.57,50,20,20,25,78.57,78.57,33.33,100,78.57,78.57,20,50,25,78.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/586ef70d640f4,18.82,28.57,20,33.33,28.57,78.57,78.57,100,78.57,100,50,78.57,25,20,25,20,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/5599E597A912A,19.97,78.57,25,25,20,28.57,20,100,100,25,100,28.57,78.57,78.57,25,20,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/53EC492434FAE,63.54,33.33,78.57,20,25,78.57,50,28.57,33.33,28.57,28.57,28.57,33.33,20,78.57,33.33,33.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/53EC495C12906,35.2,100,28.57,20,28.57,50,28.57,20,50,33.33,50,78.57,100,100,28.57,50,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/5599E5B6E260A,58.91,78.57,28.57,100,50,25,100,50,25,100,20,100,28.57,28.57,78.57,20,28.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/5a3b567bc9004,3.84,28.57,20,33.33,100,50,78.57,25,28.57,78.57,50,33.33,50,33.33,25,78.57,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/53EC64B1A84B8,96.2,20,20,33.33,78.57,100,25,50,50,20,78.57,20,20,50,28.57,78.57,28.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.4225/08/585892eb226c5,7.44,100,25,33.33,25,28.57,20,50,50,20,50,28.57,100,100,100,78.57,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
